pct,pollscore,pollster,state,end_date,transparency_score,party
46.47556996462476,-0.8085869833821453,Beacon/Shaw,Indiana,2024-10-11,0,GRE
49.112021042175144,-0.7380663789077018,Siena/NYT,Arizona,2024-10-13,4,LIB
38.7373983557129,-0.8834517421801806,Quinnipiac,Georgia,2024-10-13,4.5,IND
45.15781940961902,-0.8963407583884038,Ipsos,New Mexico,2024-10-05,9,IND
40.86828026946358,-1.2571580892720555,Marist,Indiana,2024-10-13,0.5,IND
48.82357264322856,-0.9424168657321764,Beacon/Shaw,Nebraska,2024-10-14,7.5,LIB
47.54681179851689,-1.1562567164884978,YouGov,Montana,2024-10-07,4,GRE
47.63656039264663,-1.1323558666251206,Quinnipiac,Ohio,2024-10-14,6,LIB
43.69477218268196,-1.383955572544044,Emerson,Missouri,2024-10-06,3,LIB
47.94733531979386,-0.9994000319390024,Quinnipiac,Iowa,2024-10-15,2.5,REP
46.51104005824661,-0.7020291505407872,Ipsos,Nevada,2024-10-08,1,DEM
44.04145543951333,-0.7554284472450821,Beacon/Shaw,Montana,2024-10-06,6.5,DEM
43.28695054832593,-1.3344882485427059,Siena/NYT,Florida,2024-10-10,9.5,DEM
45.22673055034053,-0.8918625464303412,Siena/NYT,New Hampshire,2024-10-09,9,DEM
47.58720102881304,-0.9532909123922028,Quinnipiac,Arizona,2024-10-08,7.5,IND
47.13730669379687,-1.04032496990074,Emerson,Maryland,2024-10-07,6,REP
45.75867852873242,-1.169608329513924,Beacon/Shaw,North Carolina,2024-10-15,9,DEM
40.92919139834501,-0.8819634810081105,Ipsos,Arizona,2024-10-07,9,LIB
43.82372452526339,-0.8014508774636673,Ipsos,California,2024-10-06,4.5,LIB
36.23631388924264,-1.01447680106861,Marist,Nevada,2024-10-12,3.5,IND
36.55627020346719,-1.143122772394681,SurveyUSA,Missouri,2024-10-14,3.5,DEM
45.83987396155829,-0.8041319304829333,YouGov,Minnesota,2024-10-08,7,REP
43.47876362536066,-0.7155140673770881,YouGov,New Mexico,2024-10-05,6.5,REP
48.520740547338335,-1.301602525362953,Siena/NYT,North Carolina,2024-10-07,9,IND
41.42610465336046,-1.1792571672548129,Siena/NYT,Montana,2024-10-08,5,REP
41.29753896869749,-1.0652117110003985,Marist,New Mexico,2024-10-05,6.5,IND
46.70579140061624,-0.8074279608672015,SurveyUSA,Maryland,2024-10-14,6.5,DEM
47.56415542989177,-1.3555750528937462,YouGov,Washington,2024-10-07,7,LIB
47.211233885179894,-0.7366041903447702,Ipsos,Ohio,2024-10-13,2,IND
44.067195743197566,-1.404441246790705,Ipsos,Minnesota,2024-10-12,1,REP
39.890505827230925,-1.0751073265364923,Ipsos,Iowa,2024-10-05,4.5,LIB
40.479969049251444,-0.9152655463517746,SurveyUSA,Arizona,2024-10-15,4.5,LIB
44.86991146868596,-0.7576108698969233,SurveyUSA,Georgia,2024-10-15,4,LIB
47.587579924878405,-1.2393840509210143,Quinnipiac,Rhode Island,2024-10-12,4,REP
45.08070780825629,-0.9222473933366551,Emerson,Connecticut,2024-10-10,2.5,DEM
45.25107088905089,-1.2309501063403119,Quinnipiac,New York,2024-10-15,0,REP
41.09476142743598,-1.1637071253398568,SurveyUSA,Nevada,2024-10-14,4,GRE
45.90415114002165,-0.7311170782583396,Emerson,Ohio,2024-10-07,2.5,REP
46.106617800077345,-0.9711712685574574,Beacon/Shaw,California,2024-10-12,5,IND
42.80839222731005,-0.6818971809709189,SurveyUSA,California,2024-10-12,10,GRE
47.98745740690744,-1.3632994467129609,Quinnipiac,Ohio,2024-10-11,9.5,GRE
41.04015287444111,-0.9787794932333972,SurveyUSA,New Hampshire,2024-10-15,3.5,LIB
46.1541626259271,-1.132530582997306,Ipsos,Nebraska,2024-10-11,10,LIB
46.62309482857046,-1.1346048336111587,Ipsos,Montana,2024-10-05,7.5,LIB
46.16218416910288,-0.6581279659069295,Siena/NYT,Wisconsin,2024-10-11,2.5,REP
48.16780080651703,-1.0386215935660623,Quinnipiac,Connecticut,2024-10-14,5,LIB
43.3406401872363,-0.8004164643379621,Quinnipiac,Montana,2024-10-12,1,GRE
45.29282951240335,-1.1411354772757736,Quinnipiac,Montana,2024-10-06,7.5,IND
42.05501202940206,-0.8701954759491722,Quinnipiac,New York,2024-10-07,2,REP
44.66653365696137,-0.9589713992572494,YouGov,Maryland,2024-10-07,6,GRE
42.86563247141535,-1.019320928714424,Siena/NYT,Massachusetts,2024-10-06,8.5,GRE
48.310946632464024,-1.2291830922196316,Beacon/Shaw,Missouri,2024-10-09,4,GRE
43.25181831250396,-0.8951471742663808,Quinnipiac,Georgia,2024-10-10,1,IND
44.48428621338979,-1.0603678180169374,Emerson,Nevada,2024-10-15,0.5,GRE
43.693751906974185,-1.1061380841297932,Quinnipiac,Texas,2024-10-06,1,GRE
44.69361586287335,-1.0425022582975254,SurveyUSA,Ohio,2024-10-12,3,REP
43.41535780050306,-1.1820171628105758,Quinnipiac,Minnesota,2024-10-07,8.5,GRE
49.66773420750263,-1.185794060216652,YouGov,Michigan,2024-10-07,1.5,IND
41.997505594250576,-1.0314122247815178,YouGov,Virginia,2024-10-11,4,LIB
42.468448281140084,-1.0408155476636658,Emerson,North Carolina,2024-10-13,5.5,GRE
47.21730221018304,-0.9044998270695992,YouGov,Wisconsin,2024-10-05,10,REP
44.87869018291729,-0.9456050672670616,Ipsos,Connecticut,2024-10-07,9.5,LIB
45.013057500909156,-1.0204472987793578,Emerson,National,2024-10-06,5,REP
45.543627086510625,-1.1252327054142888,YouGov,Indiana,2024-10-08,7,REP
44.85438094511983,-0.8201618171916754,SurveyUSA,Ohio,2024-10-12,2.5,DEM
44.72340407542951,-1.0193218352375737,Siena/NYT,Virginia,2024-10-08,7.5,DEM
43.79264740432959,-1.2679645858165252,Emerson,New Mexico,2024-10-07,6,DEM
47.38853837561064,-0.69954480275978,Siena/NYT,New Mexico,2024-10-13,4,DEM
44.09747984250928,-0.8908227873350876,Marist,New York,2024-10-11,5,LIB
48.16091990306804,-1.0114122430983514,Beacon/Shaw,Pennsylvania,2024-10-09,9.5,REP
47.17445431642766,-0.8094037578851873,Siena/NYT,Indiana,2024-10-11,7.5,REP
42.161585915121,-1.1244783085216044,Emerson,Massachusetts,2024-10-11,9,DEM
46.71933487382669,-1.1860807111514742,Marist,Pennsylvania,2024-10-08,6.5,REP
47.889817240954,-0.9585311533134404,Siena/NYT,Connecticut,2024-10-08,2,REP
45.97003556346303,-0.9066876690999581,Quinnipiac,Missouri,2024-10-06,7.5,LIB
46.211077880865396,-0.8700019047286747,SurveyUSA,Missouri,2024-10-06,5,IND
42.386760733460534,-1.2144159875755174,YouGov,Montana,2024-10-14,7,LIB
38.402285961911076,-0.8185273448100383,Beacon/Shaw,Washington,2024-10-12,5,IND
46.302940192530485,-0.9286175458269303,Beacon/Shaw,Michigan,2024-10-09,6.5,LIB
39.33844983069005,-1.0395095943792212,Emerson,New Hampshire,2024-10-06,5,REP
48.37936361508284,-0.9465652558216792,Quinnipiac,Virginia,2024-10-08,0.5,REP
42.517212099843384,-0.6809965396756648,Quinnipiac,Florida,2024-10-14,7,DEM
48.8348668212302,-0.9276947444276309,Beacon/Shaw,California,2024-10-06,7.5,GRE
44.96564315869282,-1.1866563537757244,Emerson,National,2024-10-08,2,DEM
40.198718230163614,-0.8766468137360529,Marist,Ohio,2024-10-15,8.5,REP
50.187192841489264,-1.112414379336981,Beacon/Shaw,National,2024-10-13,6,IND
46.22275420731725,-1.041785283686152,Emerson,Texas,2024-10-13,0.5,REP
44.040858379517296,-0.5265676967191455,Ipsos,Ohio,2024-10-05,2,DEM
42.748274908146186,-1.1196061426991133,Beacon/Shaw,New Hampshire,2024-10-08,0.5,DEM
45.21299211884567,-0.8728639940739549,Quinnipiac,Wisconsin,2024-10-15,0.5,IND
41.80882476679642,-1.2302671916535846,Beacon/Shaw,Michigan,2024-10-10,3.5,IND
45.5781013281505,-0.6835335682971255,Siena/NYT,California,2024-10-10,7,IND
47.588105626882275,-0.8164523295759665,Beacon/Shaw,Florida,2024-10-11,1.5,GRE
47.99899970787647,-1.0420308676517327,YouGov,Nevada,2024-10-10,7,LIB
50.78999196274381,-0.9389641287302076,Quinnipiac,Texas,2024-10-08,8.5,IND
41.36187166545003,-1.0658499741208551,Ipsos,Arizona,2024-10-11,4.5,LIB
49.78698634859915,-0.8406747043447937,SurveyUSA,Wisconsin,2024-10-15,9,GRE
46.69029403614865,-0.69480593861346,Beacon/Shaw,New Mexico,2024-10-07,1.5,REP
43.80123351983291,-1.0188786953017983,Quinnipiac,Arizona,2024-10-13,2,GRE
47.755740468129304,-0.6729921160765537,YouGov,New Hampshire,2024-10-13,7,DEM
48.74525067151416,-1.1670929317590522,Quinnipiac,Rhode Island,2024-10-10,5,GRE
45.907644451219554,-1.1386537383258764,Siena/NYT,Texas,2024-10-15,0,LIB
49.568031518443576,-1.0993511961961775,Ipsos,Montana,2024-10-05,7.5,DEM
39.42738109116587,-1.004927179979561,YouGov,Michigan,2024-10-05,10,DEM
42.29892308569821,-1.3474925806960625,Quinnipiac,Texas,2024-10-11,1,GRE
45.976284508545774,-1.2102512973331732,YouGov,Virginia,2024-10-09,1,IND
42.65116417874803,-0.9504033015240434,Quinnipiac,Washington,2024-10-05,8.5,DEM
48.557070388471026,-1.1146961007099545,Beacon/Shaw,Nebraska,2024-10-09,1.5,IND
43.488391096495135,-0.7876763925815893,Beacon/Shaw,New York,2024-10-13,3.5,IND
43.08322527725628,-1.0285207009282107,Quinnipiac,Minnesota,2024-10-08,2.5,IND
38.68452576236255,-1.2725080344742348,Ipsos,National,2024-10-06,4,IND
40.36662083625681,-1.2154173764457572,Emerson,Nebraska,2024-10-14,4,LIB
52.342180135447535,-1.0347564384629409,Marist,New Hampshire,2024-10-09,7.5,IND
42.971737734709926,-0.9981714123760115,Ipsos,New Mexico,2024-10-13,9.5,REP
44.46053199816731,-1.2426725063015247,Marist,North Carolina,2024-10-14,7,REP
46.90165901899091,-0.9531872138981149,Beacon/Shaw,Pennsylvania,2024-10-15,10,LIB
45.04237066919897,-0.9116333940095976,Ipsos,Indiana,2024-10-12,6.5,DEM
45.59132969579814,-1.2487134112462244,Quinnipiac,Montana,2024-10-09,9.5,LIB
43.55704329303738,-0.8157169668805756,Ipsos,New Hampshire,2024-10-08,0.5,DEM
45.612897071094565,-0.8006556924664407,Quinnipiac,Connecticut,2024-10-08,9,GRE
43.860627827556485,-1.0581205849003736,Quinnipiac,Maryland,2024-10-06,2.5,IND
44.89311792363027,-1.272578480596875,Ipsos,New Mexico,2024-10-09,8,IND
49.39696211389046,-0.8403767907229771,SurveyUSA,Florida,2024-10-10,1.5,DEM
51.081020971829375,-1.155021348869149,Siena/NYT,Nevada,2024-10-15,2,REP
39.925774150985006,-0.8706290374950464,SurveyUSA,New Mexico,2024-10-05,9,LIB
44.02445819293935,-0.7171313129726253,Emerson,Massachusetts,2024-10-14,6.5,LIB
49.69538469581206,-0.8580043944652129,Emerson,Washington,2024-10-10,8,IND
45.80773479461012,-1.2356774805148165,YouGov,Montana,2024-10-09,5.5,IND
40.66566235701084,-0.976259880546094,Marist,Wisconsin,2024-10-14,5,DEM
45.73663379482297,-1.039753953156625,Ipsos,Nebraska,2024-10-13,1.5,LIB
43.624743996180705,-1.0848783582089585,Quinnipiac,Washington,2024-10-15,2,REP
42.42137927567226,-0.981356131169354,Marist,New Mexico,2024-10-12,4,LIB
46.665722345232105,-1.0972100591094764,Siena/NYT,Ohio,2024-10-15,6,GRE
44.35064483880571,-1.0744726790005918,Emerson,California,2024-10-12,4.5,GRE
47.58035000775195,-1.0136796743020478,YouGov,Arizona,2024-10-12,1.5,REP
44.28595121514348,-0.7090787092082835,Quinnipiac,Nebraska,2024-10-15,2,IND
43.52785068209984,-0.8571326447181544,Siena/NYT,Nevada,2024-10-10,6,GRE
45.87214714879832,-0.9807996839263418,Quinnipiac,National,2024-10-06,7.5,LIB
45.03660678515561,-1.419998642105995,Beacon/Shaw,North Carolina,2024-10-09,0.5,IND
44.436863040527584,-1.2089650024212863,SurveyUSA,Nebraska,2024-10-05,7.5,LIB
46.18144498251048,-0.6854416621523851,SurveyUSA,Iowa,2024-10-12,7,GRE
47.10521480937387,-1.108430567343877,Ipsos,Wisconsin,2024-10-11,1.5,DEM
45.21019035322906,-1.209348420092704,SurveyUSA,Montana,2024-10-11,5.5,GRE
43.015380723525205,-0.8570808413660274,Quinnipiac,Maryland,2024-10-12,0,GRE
46.48310666959383,-0.6544533915423452,Beacon/Shaw,Virginia,2024-10-10,8,IND
41.63009191370453,-0.8342525051163862,Emerson,Wisconsin,2024-10-10,5,GRE
46.80322839325709,-0.8520273022496364,Quinnipiac,Connecticut,2024-10-09,4,LIB
43.276937016965704,-0.7616276772750977,SurveyUSA,Massachusetts,2024-10-13,6,GRE
48.800185487632426,-1.0284741293139892,Marist,North Carolina,2024-10-08,2,IND
44.213446497427434,-0.9541165778741902,SurveyUSA,National,2024-10-05,5,DEM
49.410519202664446,-0.7186065737621934,Siena/NYT,New Hampshire,2024-10-15,8,LIB
43.981750325610044,-0.882851615672128,Siena/NYT,California,2024-10-13,6.5,DEM
42.68970774677862,-0.8447995272384454,Siena/NYT,Pennsylvania,2024-10-15,2.5,LIB
44.11545639284616,-1.4119666870291407,Emerson,Washington,2024-10-14,6,LIB
41.38376988830525,-0.7336021785582592,YouGov,New Hampshire,2024-10-05,8,REP
46.52073881412051,-0.8772803151750486,Beacon/Shaw,Washington,2024-10-08,1,IND
41.69953825306434,-1.1175566859037207,Quinnipiac,New York,2024-10-07,2,DEM
41.81844451768038,-1.0967815554393567,Marist,Virginia,2024-10-15,3.5,DEM
40.176155542134225,-0.6210004737750936,SurveyUSA,Massachusetts,2024-10-10,1,REP
47.792052208559575,-0.8803708016869372,Siena/NYT,Iowa,2024-10-07,1,LIB
41.57469361874217,-1.2950104789328087,Emerson,Pennsylvania,2024-10-14,2,LIB
49.549821879909715,-1.0777833515914683,Siena/NYT,North Carolina,2024-10-15,6,DEM
44.47496506469562,-0.7930845931428098,Siena/NYT,North Carolina,2024-10-11,7,GRE
45.66876085875142,-1.1339948504349213,Quinnipiac,Florida,2024-10-12,3.5,LIB
42.26287025409396,-1.0982908641421358,Ipsos,Massachusetts,2024-10-15,8.5,GRE
49.05302191915867,-1.0507462201710112,Ipsos,Massachusetts,2024-10-10,6.5,IND
44.94962495741692,-0.878086860283788,SurveyUSA,Nebraska,2024-10-15,8.5,GRE
43.9501897756434,-0.9323587983428473,Emerson,Washington,2024-10-12,9,REP
43.34877769811228,-1.3251516397196008,YouGov,Arizona,2024-10-05,7.5,REP
44.684850686617246,-1.0185986685547017,Beacon/Shaw,Washington,2024-10-08,9.5,LIB
48.09589089874791,-1.2127541977198755,Quinnipiac,North Carolina,2024-10-06,5.5,REP
49.27949990232913,-0.8092879034662943,Siena/NYT,North Carolina,2024-10-13,4.5,IND
46.2411695375361,-0.7664221592221332,Beacon/Shaw,National,2024-10-06,8,REP
44.73419009119359,-1.0342320414249169,SurveyUSA,Montana,2024-10-07,1.5,REP
47.687539869775165,-1.017495589771032,YouGov,Rhode Island,2024-10-06,2.5,IND
40.67491431166749,-1.0426308151625046,Siena/NYT,Washington,2024-10-13,0,IND
53.42249185586254,-0.8764867433674838,Siena/NYT,Indiana,2024-10-13,2.5,GRE
51.52521627910086,-1.0737135761270094,Marist,Florida,2024-10-07,0,GRE
45.29328269352141,-1.2078782573800044,Marist,Virginia,2024-10-12,6.5,REP
46.61385139824108,-0.9938433101810951,Ipsos,California,2024-10-15,10,REP
43.12244684319622,-1.1696914817585324,Emerson,Iowa,2024-10-14,4.5,GRE
40.65090132320323,-0.9973703645323938,Marist,Texas,2024-10-08,1.5,LIB
49.389432452015825,-0.667026145220621,YouGov,New Mexico,2024-10-08,9,LIB
39.79864231926242,-1.2084377723429798,Quinnipiac,New Mexico,2024-10-12,3,LIB
49.420416514197136,-1.2739631162550016,Marist,New Hampshire,2024-10-12,10,DEM
41.243920012021796,-1.188415848724508,Quinnipiac,National,2024-10-11,6.5,IND
43.53567452295635,-1.211734826029038,Quinnipiac,Indiana,2024-10-05,1,LIB
48.452672310636295,-0.9224825531033154,Ipsos,Indiana,2024-10-06,7.5,GRE
52.98440934662747,-1.2791498940080968,SurveyUSA,Pennsylvania,2024-10-09,6,REP
46.48640020550969,-1.0074699326850767,Emerson,Pennsylvania,2024-10-11,6.5,LIB
42.10932989346643,-1.0680813352858303,Siena/NYT,Massachusetts,2024-10-12,5.5,REP
45.15609725103033,-0.7992425794767916,Quinnipiac,Connecticut,2024-10-10,5,GRE
41.34059993512202,-1.1970517731016173,Marist,Ohio,2024-10-14,10,DEM
43.67224358369787,-1.233343434634606,Ipsos,Connecticut,2024-10-11,10,REP
49.52294244633413,-1.01490073278572,YouGov,National,2024-10-09,8.5,LIB
50.39444843727681,-1.1900755610718021,Marist,New York,2024-10-14,10,REP
48.63973012604295,-1.1983108615644096,SurveyUSA,Virginia,2024-10-09,6.5,REP
45.53120304350619,-0.853909806128481,Quinnipiac,New York,2024-10-13,1,DEM
45.1780202390457,-1.02487826670448,YouGov,Rhode Island,2024-10-14,2.5,GRE
40.35477239880763,-0.9916825421949408,Quinnipiac,National,2024-10-11,1.5,IND
42.09428317229957,-1.1931006631207661,YouGov,Minnesota,2024-10-14,10,GRE
46.406312045466905,-1.0433184505185173,Marist,Rhode Island,2024-10-08,8,GRE
44.003715286791184,-0.6004841188889986,Siena/NYT,Washington,2024-10-09,8,REP
46.98796203503627,-1.0446867177802326,SurveyUSA,New Hampshire,2024-10-12,7,REP
41.817634756455114,-0.9328579699996623,SurveyUSA,Wisconsin,2024-10-14,0,GRE
43.986585385348164,-1.0066713308961965,Siena/NYT,Pennsylvania,2024-10-08,1,DEM
48.29905517215151,-1.1293485912020191,Siena/NYT,Iowa,2024-10-08,0,DEM
46.19883144098051,-0.2959854334805282,YouGov,Wisconsin,2024-10-10,9.5,LIB
44.35281435570637,-0.9510187147565239,YouGov,Michigan,2024-10-05,6,LIB
43.12739869697704,-1.053925263423422,Marist,Florida,2024-10-06,1,DEM
46.74332359503797,-1.0549273541944473,Ipsos,Montana,2024-10-12,1,DEM
40.24310423128099,-1.2904118851790038,Emerson,National,2024-10-14,0.5,IND
48.68095505660938,-0.9782776472000767,Ipsos,Iowa,2024-10-06,7,LIB
41.755058068840114,-0.9392085084316875,YouGov,North Carolina,2024-10-06,3,GRE
43.59469798740297,-0.9847231660070752,Ipsos,Michigan,2024-10-15,2,GRE
45.188103754230546,-0.8829528586533025,Siena/NYT,Rhode Island,2024-10-05,5,LIB
39.387495683567195,-0.8709060735305046,Beacon/Shaw,Rhode Island,2024-10-14,6,IND
47.44856138419644,-1.1325427197716047,SurveyUSA,Virginia,2024-10-14,5,GRE
43.49116038344722,-0.8114056802273152,Ipsos,Florida,2024-10-08,7,LIB
47.326027588308285,-1.0766642726333417,YouGov,National,2024-10-11,9.5,REP
38.98548281719538,-0.7192549855665474,Quinnipiac,Wisconsin,2024-10-10,0.5,GRE
49.137355206575236,-0.9550281856702217,YouGov,Ohio,2024-10-10,4.5,REP
46.40330081340551,-1.139105329838783,Emerson,Florida,2024-10-09,0.5,LIB
45.97193594298563,-0.6833004740673365,Marist,New Mexico,2024-10-15,0,LIB
46.76416262034845,-1.0589125088438975,YouGov,Indiana,2024-10-06,1,REP
39.466911821343025,-0.721533965292926,Quinnipiac,Wisconsin,2024-10-14,8.5,DEM
56.22417448883107,-1.1009866277369753,Quinnipiac,New York,2024-10-12,5.5,GRE
46.49431383291777,-1.0245867877367087,Beacon/Shaw,North Carolina,2024-10-11,0.5,REP
40.09078702151539,-1.2078734539601927,Beacon/Shaw,Missouri,2024-10-09,8,REP
